Date,High,Low,Open,Close,Volume,Adj Close,SMA_5,SMA_20,Long_Entry,Long_Exit,Short_Entry,Short_Exit,ret
2017-02-22,1415.0,1391.800048828125,1415.0,1394.0999755859375,2494083.0,1312.3380126953125,1399.1800048828125,1391.9525085449218,0,0,0,1394,0.012991593486702313
2017-02-23,1404.9000244140625,1378.0,1401.0,1385.699951171875,4125739.0,1304.430419921875,1397.6099853515625,1394.3675048828125,0,0,0,0,0.0
2017-02-27,1389.449951171875,1368.0999755859375,1389.449951171875,1375.699951171875,2822066.0,1295.016845703125,1392.2499755859376,1394.4675048828126,0,0,0,0,0.0
2017-02-28,1383.949951171875,1368.4000244140625,1377.0,1370.050048828125,2318175.0,1289.698486328125,1387.5999755859375,1394.3750061035157,0,0,0,0,0.0
2017-03-01,1405.0,1369.199951171875,1369.800048828125,1400.550048828125,2163448.0,1318.40966796875,1385.2199951171874,1396.110009765625,0,0,0,0,0.0
2017-03-02,1415.4000244140625,1392.0,1403.0,1399.0,2671884.0,1316.9505615234375,1386.2,1395.455010986328,0,0,0,0,0.0
2017-03-03,1397.0,1366.0,1392.300048828125,1371.199951171875,1137208.0,1290.7808837890625,1383.3,1393.9500061035155,0,0,1371,0,0.0
2017-03-06,1392.0,1362.5,1379.0,1365.949951171875,2236116.0,1285.8388671875,1381.35,1392.3750061035157,0,0,0,0,0.0038287632635293223
2017-03-07,1374.4000244140625,1362.75,1374.4000244140625,1365.4000244140625,1507326.0,1285.321044921875,1380.4199951171875,1390.6300048828125,0,0,0,0,0.0004025965646403673
2017-03-08,1376.800048828125,1361.300048828125,1368.0999755859375,1367.699951171875,2330472.0,1287.4862060546875,1373.8499755859375,1388.6525024414063,0,0,0,0,-0.001684434390426759
2017-03-09,1381.9000244140625,1362.5999755859375,1368.25,1371.5,2205255.0,1293.9013671875,1368.3499755859375,1387.1725036621094,0,0,0,0,-0.00277842287328367
2017-03-10,1383.3499755859375,1369.0,1378.0,1373.800048828125,1607599.0,1296.0714111328125,1368.8699951171875,1386.0175048828125,0,0,0,0,-0.0016770315917791212
2017-03-14,1428.0,1413.300048828125,1415.199951171875,1424.1500244140625,6249576.0,1343.572509765625,1380.510009765625,1387.7975036621094,0,0,0,0,-0.036650148345013456
2017-03-15,1435.0,1416.6500244140625,1425.4000244140625,1426.0999755859375,2598530.0,1345.4122314453125,1392.65,1389.5,0,0,0,0,-0.0013692034816887855
2017-03-16,1454.75,1431.1500244140625,1431.6500244140625,1450.25,3406772.0,1368.196044921875,1409.160009765625,1392.104998779297,0,0,0,0,-0.016934313742022145
2017-03-17,1458.5,1438.699951171875,1458.5,1451.199951171875,3588003.0,1369.0919189453125,1425.1,1394.7074951171876,0,0,0,0,-0.0006550258037407719
2017-03-20,1464.949951171875,1446.949951171875,1449.800048828125,1457.75,1745773.0,1375.271484375,1441.889990234375,1397.9174926757812,0,0,0,0,-0.00451353986253622
2017-03-21,1473.449951171875,1449.3499755859375,1452.1500244140625,1458.4000244140625,2087458.0,1375.8846435546875,1448.739990234375,1400.7124938964844,0,0,0,0,-0.00044590939054200973
2017-03-22,1454.75,1434.050048828125,1449.9000244140625,1442.300048828125,1866922.0,1360.69580078125,1451.9800048828124,1403.1624938964844,0,0,0,1442,0.011039478412245618
2017-03-23,1460.9000244140625,1439.8499755859375,1444.5999755859375,1456.6500244140625,2342002.0,1374.2337646484375,1453.260009765625,1405.3724975585938,0,0,0,0,0.0
2017-03-24,1467.25,1450.0,1458.0,1462.5999755859375,1701119.0,1379.8470458984375,1455.5400146484376,1408.7974975585937,0,0,0,0,0.0
2017-03-27,1478.5,1455.0,1455.0,1474.699951171875,2418666.0,1391.2623291015625,1458.9300048828125,1413.2474975585938,0,0,0,0,0.0
2017-03-28,1508.0,1477.0999755859375,1477.699951171875,1504.0999755859375,2272786.0,1418.9990234375,1468.0699951171875,1419.667498779297,0,0,0,0,0.0
2017-03-29,1531.0,1498.5,1510.0999755859375,1522.050048828125,3595260.0,1435.93359375,1484.0199951171876,1427.2674987792968,0,0,0,0,0.0
2017-03-30,1528.4000244140625,1510.550048828125,1520.0,1519.949951171875,8057156.0,1433.9522705078125,1496.67998046875,1433.2374938964845,0,0,0,0,0.0
2017-03-31,1520.199951171875,1496.550048828125,1520.199951171875,1502.0999755859375,2816509.0,1417.112060546875,1504.57998046875,1438.3924926757813,0,0,1502,0,0.0
2017-04-03,1537.199951171875,1502.050048828125,1509.6500244140625,1533.6500244140625,2302442.0,1446.877197265625,1516.3699951171875,1446.5149963378906,0,0,0,0,-0.021003960682322687
2017-04-05,1530.0,1486.75,1525.0999755859375,1490.1500244140625,4839266.0,1405.83837890625,1513.5800048828125,1452.725,0,0,0,1490,0.028363707043671416
2017-04-06,1490.0,1468.0999755859375,1490.0,1482.5999755859375,3533800.0,1398.715576171875,1505.689990234375,1458.5849975585938,0,0,0,0,0.0
2017-04-07,1494.0,1466.25,1474.9000244140625,1484.75,2366116.0,1400.74365234375,1498.65,1464.4375,0,0,0,0,0.0
2017-04-10,1484.0,1465.050048828125,1484.0,1467.5,2200153.0,1384.4698486328125,1491.7300048828124,1469.2375,0,0,0,0,0.0
2017-04-11,1486.949951171875,1461.199951171875,1465.0999755859375,1476.8499755859375,2166320.0,1393.2908935546875,1480.3699951171875,1474.3899963378906,0,0,0,0,0.0
2017-04-12,1476.449951171875,1460.0,1475.0,1466.6500244140625,2663565.0,1383.667724609375,1475.6699951171875,1476.5149963378906,0,0,0,0,0.0
2017-04-13,1484.699951171875,1461.1500244140625,1470.0,1474.9000244140625,1773012.0,1391.451171875,1474.1300048828125,1478.9549987792968,0,0,0,0,0.0
2017-04-17,1494.449951171875,1474.800048828125,1475.0,1479.550048828125,1213004.0,1395.838134765625,1473.0900146484375,1480.4200012207032,0,0,0,0,0.0
2017-04-18,1491.0,1474.0,1482.0,1480.050048828125,1784505.0,1396.309814453125,1475.6000244140625,1481.8625061035157,0,0,0,0,0.0
2017-04-19,1492.300048828125,1470.199951171875,1491.550048828125,1490.199951171875,1546962.0,1405.885498046875,1478.27001953125,1483.4850036621094,0,0,0,0,0.0
2017-04-20,1531.75,1487.0999755859375,1490.0,1517.0999755859375,2905255.0,1431.263427734375,1488.360009765625,1486.4200012207032,1517,0,0,0,0.0
2017-04-21,1526.75,1490.949951171875,1519.9000244140625,1507.449951171875,1520049.0,1422.1595458984375,1494.8699951171875,1489.6774963378907,0,0,0,0,-0.006360836180447138
2017-04-24,1538.550048828125,1507.449951171875,1509.800048828125,1530.699951171875,1550370.0,1444.0938720703125,1505.0999755859375,1493.3799926757813,0,0,0,0,0.015423397627182034
2017-04-25,1557.5999755859375,1531.0,1535.0,1548.4000244140625,2420240.0,1460.792724609375,1518.769970703125,1497.6699951171875,0,0,0,0,0.011563385253025471
2017-04-26,1590.0,1551.199951171875,1551.199951171875,1586.0,3596629.0,1496.26513671875,1537.92998046875,1503.2349975585937,0,0,0,0,0.0242831148237459
2017-04-27,1589.949951171875,1559.050048828125,1582.0,1566.5,4533632.0,1477.868408203125,1547.8099853515625,1506.354998779297,0,0,0,0,-0.012295081967213073
2017-04-28,1566.0,1532.1500244140625,1564.0999755859375,1537.1500244140625,2850999.0,1450.1790771484375,1553.75,1507.1099975585937,0,1537,0,0,-0.018736020163381717
2017-05-02,1590.75,1538.9000244140625,1547.0,1584.75,4472856.0,1495.0859375,1564.560009765625,1510.35,0,0,0,0,0.0
2017-05-03,1591.8499755859375,1563.0,1588.0,1571.300048828125,4028393.0,1482.3968505859375,1569.1400146484375,1513.8100036621095,0,0,0,0,0.0
2017-05-04,1587.4000244140625,1556.0,1573.0,1564.3499755859375,5810079.0,1475.840087890625,1564.810009765625,1515.3450012207031,0,0,1564,0,0.0
2017-05-05,1570.199951171875,1540.949951171875,1570.0999755859375,1546.8499755859375,2299986.0,1459.330322265625,1560.8800048828125,1518.179998779297,0,0,0,0,0.011186755056805775
2017-05-08,1549.0,1527.1500244140625,1542.0,1529.5,1887869.0,1442.9617919921875,1559.35,1520.525,0,0,0,0,0.01121632728433497
2017-05-09,1542.800048828125,1517.8499755859375,1537.9000244140625,1523.5,2041977.0,1437.3013916015625,1547.1,1522.4625,0,0,0,0,0.003922850604772821
2017-05-10,1575.25,1527.199951171875,1532.0,1572.0,2965910.0,1483.05712890625,1547.239990234375,1527.6875,0,0,0,0,-0.031834591401378454
2017-05-11,1581.0,1557.0,1581.0,1565.300048828125,2648011.0,1476.736328125,1547.4300048828125,1532.1100036621094,0,0,0,0,0.004262055452846747
2017-05-12,1566.199951171875,1539.3499755859375,1565.0,1549.800048828125,1294006.0,1462.1134033203125,1548.02001953125,1536.2675048828125,0,0,0,0,0.009902254849863623
2017-05-15,1572.5999755859375,1554.0999755859375,1554.5,1559.5,1270297.0,1471.264404296875,1554.02001953125,1540.4975036621095,0,0,0,0,-0.0062588404092576155
2017-05-16,1569.0,1554.0,1558.0,1566.550048828125,2114918.0,1477.9156494140625,1562.630029296875,1544.8475036621094,0,0,0,0,-0.004520711015149059
2017-05-17,1570.949951171875,1549.75,1565.5,1552.5,2161434.0,1464.66064453125,1558.730029296875,1548.4700012207031,0,0,0,1552,0.008968783881903586
2017-05-18,1558.5999755859375,1526.5,1547.0,1537.050048828125,2404372.0,1450.0848388671875,1553.080029296875,1550.8125061035157,0,0,0,0,0.0
2017-05-19,1548.0,1515.3499755859375,1545.0,1520.5999755859375,2142433.0,1434.5653076171875,1547.2400146484374,1550.9875061035157,0,0,0,0,0.0
2017-05-22,1530.0,1510.25,1530.0,1519.8499755859375,1920867.0,1433.857666015625,1539.310009765625,1551.6075073242187,0,0,0,0,0.0
2017-05-23,1537.199951171875,1503.449951171875,1521.699951171875,1511.5,1408855.0,1425.9803466796875,1528.3,1550.647509765625,0,0,0,0,0.0
2017-05-24,1541.75,1512.4000244140625,1519.0,1524.8499755859375,2209471.0,1438.574951171875,1522.7699951171876,1549.4700073242188,0,0,0,0,0.0
2017-05-25,1546.0,1530.5,1533.9000244140625,1539.75,4099792.0,1452.632080078125,1523.3099853515625,1547.1575073242188,0,0,0,0,0.0
2017-05-26,1563.0,1530.25,1538.0999755859375,1547.9000244140625,1871008.0,1460.321044921875,1528.7699951171876,1546.2275085449219,0,0,0,0,0.0
2017-05-29,1601.25,1546.0,1546.0,1598.8499755859375,3464406.0,1508.3880615234375,1544.5699951171875,1549.3125061035157,0,0,0,0,0.0
2017-05-30,1604.0,1575.050048828125,1595.699951171875,1579.5,1605211.0,1490.133056640625,1558.1699951171875,1549.0500061035157,1579,0,0,0,0.0
2017-05-31,1596.1500244140625,1565.4000244140625,1581.0,1569.8499755859375,4907685.0,1481.0289306640625,1567.1699951171875,1548.9775024414062,0,0,0,0,-0.006109543788580196
2017-06-01,1587.4000244140625,1551.800048828125,1551.800048828125,1583.75,2990228.0,1494.142578125,1575.9699951171874,1549.9475036621093,0,0,0,0,0.008854364831183625
2017-06-02,1612.800048828125,1582.0,1582.0,1604.6500244140625,3427957.0,1513.860107421875,1587.3199951171875,1552.8375061035156,0,0,0,0,0.013196542645027565
2017-06-05,1612.0,1591.1500244140625,1606.4000244140625,1606.1500244140625,2988075.0,1515.2750244140625,1588.7800048828126,1556.6700073242187,0,0,0,0,0.0009347832718524796
2017-06-06,1624.8499755859375,1602.5,1610.0,1605.75,2170920.0,1514.897705078125,1594.0300048828126,1560.7825073242188,0,0,0,0,-0.00024905793853746694
2017-06-07,1611.5,1590.5999755859375,1609.699951171875,1599.3499755859375,1726464.0,1508.85986328125,1599.9300048828125,1562.1500061035156,0,1599,0,0,-0.003985691679316505
2017-06-08,1635.0,1605.0,1608.9000244140625,1633.550048828125,2289492.0,1541.124755859375,1609.8900146484375,1565.5625061035157,0,0,0,0,0.0
2017-06-09,1649.0,1620.0999755859375,1628.0,1647.199951171875,2633241.0,1554.00244140625,1618.4,1570.4325012207032,0,0,0,0,0.0
2017-06-12,1651.800048828125,1633.8499755859375,1644.0,1647.5,2000556.0,1554.2855224609375,1626.6699951171875,1574.832501220703,0,0,0,0,0.0
2017-06-13,1682.199951171875,1642.050048828125,1642.050048828125,1667.6500244140625,2737084.0,1573.2955322265625,1639.05,1579.8875,0,0,0,0,0.0
2017-06-14,1668.0,1644.0,1661.550048828125,1651.0999755859375,6519614.0,1557.6817626953125,1649.4,1584.8174987792968,0,0,0,0,0.0
2017-06-15,1653.699951171875,1629.550048828125,1648.699951171875,1636.8499755859375,5678766.0,1544.2381591796875,1650.0599853515625,1589.8074951171875,0,0,1636,0,0.0
2017-06-16,1651.0,1629.1500244140625,1634.300048828125,1640.8499755859375,2692532.0,1548.01171875,1648.789990234375,1595.8199951171875,0,0,0,0,-0.002443718153563923
2017-06-19,1660.0,1645.199951171875,1659.0,1654.199951171875,2907637.0,1560.6065673828125,1650.12998046875,1602.5374938964844,0,0,0,0,-0.008136012301289242
2017-06-20,1660.0,1627.9000244140625,1651.1500244140625,1631.5,2304515.0,1539.19091796875,1642.8999755859375,1608.5374938964844,0,0,0,1631,0.013722616274890909
2017-06-21,1638.0,1615.5,1632.1500244140625,1628.25,2359678.0,1536.1246337890625,1638.32998046875,1613.7074951171876,0,0,0,0,0.0
2017-06-22,1660.0,1626.0999755859375,1626.0999755859375,1653.800048828125,3438975.0,1560.2293701171875,1641.7199951171874,1619.4099975585937,0,0,0,0,0.0
2017-06-23,1661.0,1642.0999755859375,1660.0,1651.3499755859375,2590704.0,1557.9178466796875,1643.8199951171875,1624.5824951171876,0,0,0,0,0.0
2017-06-27,1667.0,1639.699951171875,1655.699951171875,1651.050048828125,3612290.0,1557.634765625,1643.1900146484375,1627.1924987792968,0,0,0,0,0.0
2017-06-28,1658.800048828125,1623.0999755859375,1656.5,1629.0,1683069.0,1536.8323974609375,1642.6900146484375,1629.667498779297,0,0,1629,0,0.0
2017-06-29,1654.9000244140625,1620.0999755859375,1629.4000244140625,1632.199951171875,2783220.0,1539.8511962890625,1643.4800048828124,1632.7849975585937,0,0,0,0,-0.0019643653602670064
2017-06-30,1625.0,1606.949951171875,1625.0,1614.949951171875,1866235.0,1523.5770263671875,1635.7099853515624,1634.3449951171874,0,0,0,0,0.010568558090946478
2017-07-03,1629.0,1600.699951171875,1610.3499755859375,1621.6500244140625,1518180.0,1529.898193359375,1629.7699951171876,1635.1949951171875,0,0,0,0,-0.004148780733003843
2017-07-04,1646.5,1616.4000244140625,1626.3499755859375,1640.6500244140625,1909048.0,1547.8231201171875,1627.689990234375,1636.9199951171875,0,0,0,0,-0.01171646145219607
2017-07-05,1640.0,1622.25,1639.050048828125,1629.0999755859375,1317408.0,1536.9266357421875,1627.7099853515624,1638.0874938964844,0,0,0,0,0.007039922382136243
2017-07-06,1654.0,1623.050048828125,1623.050048828125,1647.9000244140625,2397552.0,1554.6627197265625,1630.85,1640.5149963378906,0,0,0,0,-0.011540144318867407
2017-07-07,1650.0,1617.0,1650.0,1629.1500244140625,3405664.0,1536.973876953125,1633.6900146484375,1640.2949951171875,0,0,0,1629,0.011378117435653867
2017-07-10,1643.550048828125,1620.9000244140625,1635.0,1638.8499755859375,310768.0,1546.125,1637.1300048828125,1639.8774963378905,0,0,0,0,0.0
2017-07-11,1649.0999755859375,1629.9000244140625,1640.4000244140625,1642.75,1547377.0,1549.804443359375,1637.55,1639.6399963378906,0,0,0,0,0.0
2017-07-12,1648.0,1626.050048828125,1647.0,1639.949951171875,2067988.0,1547.162841796875,1639.7199951171874,1638.2549926757813,1639,0,0,0,0.0
2017-07-13,1665.0,1640.199951171875,1640.199951171875,1656.9000244140625,2728741.0,1563.1536865234375,1641.5199951171876,1638.5449951171875,0,0,0,0,0.010335725934852658
2017-07-14,1649.9000244140625,1637.050048828125,1649.0,1647.699951171875,1214121.0,1568.67529296875,1645.22998046875,1639.0874938964844,0,0,0,0,-0.005552581994463401
2017-07-17,1658.9000244140625,1645.550048828125,1649.0,1652.3499755859375,1080487.0,1573.1025390625,1647.92998046875,1639.6624938964844,0,0,0,0,0.0028221305770843585
2017-07-18,1676.949951171875,1649.0999755859375,1655.0,1653.0,2073732.0,1573.721435546875,1649.97998046875,1639.6024963378907,0,0,0,0,0.00039339390786863326
2017-07-19,1661.0,1641.8499755859375,1661.0,1654.8499755859375,2812906.0,1575.4825439453125,1652.9599853515624,1640.7699951171876,0,0,0,0,0.0011191624839306247
2017-07-20,1665.1500244140625,1642.800048828125,1665.0999755859375,1651.0,1042156.0,1571.8172607421875,1651.77998046875,1641.9074951171874,0,1651,0,0,-0.0023264801297617765
2017-07-21,1655.699951171875,1622.3499755859375,1655.699951171875,1640.949951171875,2044159.0,1562.249267578125,1650.42998046875,1641.264990234375,0,0,0,0,0.0
2017-07-24,1647.0,1626.300048828125,1646.800048828125,1632.25,5390510.0,1553.966552734375,1646.4099853515625,1640.309991455078,0,0,0,0,0.0
2017-07-25,1643.0,1627.3499755859375,1643.0,1632.050048828125,2986733.0,1553.7762451171875,1642.2199951171874,1639.3599914550782,0,0,0,0,0.0
2017-07-26,1643.800048828125,1620.0,1635.0,1633.449951171875,5038801.0,1555.10888671875,1637.939990234375,1639.5824890136719,0,0,0,0,0.0
2017-07-27,1743.449951171875,1642.1500244140625,1647.0,1728.199951171875,9028591.0,1645.314697265625,1653.37998046875,1644.3824890136718,1728,0,0,0,0.0
2017-07-28,1799.199951171875,1709.0999755859375,1717.5,1785.3499755859375,7936274.0,1699.723876953125,1682.2599853515626,1652.902490234375,0,0,0,0,0.03306910428698351
2017-07-31,1799.9000244140625,1751.199951171875,1783.9000244140625,1789.25,4669583.0,1703.436767578125,1713.6599853515625,1661.282489013672,0,0,0,0,0.0021844593314441774
2017-08-01,1799.0,1754.699951171875,1787.25,1779.0999755859375,3259641.0,1693.7735595703125,1743.069970703125,1668.2049865722656,0,0,0,0,-0.00567278156437756
2017-08-02,1783.25,1760.0,1777.0,1766.4000244140625,1960377.0,1681.6826171875,1769.6599853515625,1675.0699890136718,0,1766,0,0,-0.007138413437216995
2017-08-03,1776.800048828125,1725.0,1774.0,1736.75,3975454.0,1653.4547119140625,1771.3699951171875,1679.5124877929688,0,0,0,0,0.0
2017-08-04,1738.6500244140625,1721.0,1725.300048828125,1731.3499755859375,5369383.0,1648.3135986328125,1760.5699951171875,1684.6224853515625,0,0,0,0,0.0
2017-08-07,1753.0,1720.0999755859375,1731.0,1725.4000244140625,2372097.0,1642.649169921875,1747.8,1688.9499877929688,0,0,0,0,0.0
2017-08-08,1732.050048828125,1701.0,1729.9000244140625,1719.9000244140625,2915229.0,1637.412841796875,1735.960009765625,1692.8074890136718,0,0,0,0,0.0
2017-08-09,1741.800048828125,1705.0,1718.9000244140625,1731.6500244140625,1817847.0,1648.599365234375,1729.010009765625,1697.3924926757813,0,0,0,0,0.0
2017-08-10,1749.050048828125,1699.0,1728.0,1709.800048828125,3177026.0,1627.7972412109375,1723.62001953125,1700.0374938964844,0,0,1709,0,0.0
2017-08-11,1709.449951171875,1681.4000244140625,1686.5,1695.3499755859375,1987331.0,1614.040283203125,1716.42001953125,1702.4199951171875,0,0,0,0,0.008451323446909131
2017-08-14,1745.300048828125,1691.300048828125,1700.800048828125,1713.949951171875,2144672.0,1631.748046875,1714.1300048828125,1705.4999938964843,0,0,0,0,-0.010971171648207267
2017-08-16,1758.0,1715.0999755859375,1722.800048828125,1741.75,3357599.0,1658.2147216796875,1718.5,1709.9374938964843,0,0,0,0,-0.01621987200333197
2017-08-17,1766.0,1720.25,1748.75,1759.25,2408279.0,1674.87548828125,1724.0199951171876,1715.1574951171874,0,0,0,0,-0.010047366154729342
2017-08-18,1758.75,1725.25,1757.0,1735.050048828125,1897962.0,1651.8360595703125,1729.0699951171875,1719.3599975585937,0,0,0,0,0.013755834117876953
2017-08-21,1745.4000244140625,1730.0,1737.199951171875,1738.1500244140625,1685595.0,1654.787353515625,1737.6300048828125,1724.2200012207031,0,0,0,0,-0.001786677904785039
2017-08-22,1756.75,1737.5999755859375,1743.9000244140625,1750.4000244140625,1505736.0,1666.449951171875,1744.92001953125,1730.1275024414062,0,0,0,0,-0.007047723054935728
2017-08-23,1769.0,1747.699951171875,1750.25,1765.25,2858972.0,1680.5877685546875,1749.62001953125,1736.7875,0,0,0,0,-0.008483761071077733
2017-08-24,1769.0,1746.0,1764.5999755859375,1757.3499755859375,1560281.0,1673.066650390625,1749.2400146484374,1742.9825012207032,0,0,0,0,0.0044753006169452325
2017-08-28,1784.449951171875,1756.449951171875,1765.0,1766.449951171875,4268581.0,1681.730224609375,1755.5199951171876,1744.895001220703,0,0,0,0,-0.0051782375237483524
2017-08-29,1762.5,1725.0,1754.5,1727.800048828125,3262401.0,1644.9339599609375,1753.45,1742.0175048828125,0,0,0,1727,0.021879987212832908
2017-08-30,1770.0,1738.5,1741.0,1759.050048828125,2399821.0,1674.6851806640625,1755.1800048828125,1740.5075073242188,0,0,0,0,0.0
2017-08-31,1780.949951171875,1746.0,1762.0,1776.9000244140625,4646322.0,1691.6790771484375,1757.510009765625,1740.397509765625,0,0,0,0,0.0
2017-09-01,1776.0,1751.6500244140625,1776.0,1759.550048828125,2115809.0,1675.1612548828125,1757.9500244140625,1740.0550109863282,0,0,0,0,0.0
2017-09-04,1768.5,1742.050048828125,1767.800048828125,1755.4000244140625,1660749.0,1671.2100830078125,1755.7400390625,1740.9875122070312,0,0,1755,0,0.0
2017-09-05,1772.199951171875,1748.050048828125,1754.0,1767.300048828125,1287567.0,1682.53955078125,1763.6400390625,1742.7850158691406,0,0,0,0,-0.006779095504475974
2017-09-06,1777.0,1749.199951171875,1754.0,1775.0,1904953.0,1689.8701171875,1766.830029296875,1745.2650146484375,0,0,0,0,-0.004356900899188387
2017-09-07,1790.4000244140625,1752.0999755859375,1773.0999755859375,1781.699951171875,2919242.0,1696.2486572265625,1767.7900146484376,1748.3550109863281,0,0,0,0,-0.003774620378521165
2017-09-08,1789.8499755859375,1774.0999755859375,1782.0,1779.1500244140625,1617395.0,1693.8211669921875,1771.710009765625,1750.7300109863281,0,0,0,0,0.001431176307848725
2017-09-11,1796.0,1776.3499755859375,1782.5,1781.699951171875,1803438.0,1696.2486572265625,1776.9699951171874,1754.3250061035155,0,0,0,0,-0.001433227509103574
2017-09-12,1802.0,1768.699951171875,1792.800048828125,1798.0999755859375,2319571.0,1711.8623046875,1783.12998046875,1759.4625061035156,0,0,0,0,-0.009204706102885485
2017-09-13,1799.699951171875,1773.5999755859375,1795.0,1778.0999755859375,1953168.0,1692.8214111328125,1783.7499755859376,1762.6700073242187,0,0,0,1778,0.011122852050249765
2017-09-14,1778.1500244140625,1763.050048828125,1777.0,1771.800048828125,3630935.0,1686.82373046875,1781.7699951171876,1764.172509765625,0,0,0,0,0.0
2017-09-15,1781.300048828125,1758.0,1761.0999755859375,1768.949951171875,4778170.0,1684.1103515625,1779.72998046875,1764.6575073242188,0,0,0,0,0.0
2017-09-18,1779.449951171875,1763.5999755859375,1774.0,1771.75,1878242.0,1686.7760009765625,1777.739990234375,1766.4925048828125,0,0,0,0,0.0
2017-09-19,1776.1500244140625,1751.0,1775.1500244140625,1752.5999755859375,2407597.0,1668.54443359375,1768.639990234375,1767.2150024414063,0,0,0,0,0.0
2017-09-20,1771.0,1746.0,1746.0,1767.1500244140625,1907381.0,1682.396728515625,1766.45,1768.0525024414062,0,0,0,0,0.0
2017-09-21,1795.3499755859375,1764.0,1766.0,1788.5999755859375,4404969.0,1702.818115234375,1769.8099853515625,1769.2200012207031,1788,0,0,0,0.0
2017-09-22,1786.0999755859375,1770.1500244140625,1785.0,1780.949951171875,2208485.0,1695.534912109375,1772.2099853515624,1770.4,0,0,0,0,-0.004277101933626293
2017-09-25,1777.8499755859375,1738.9000244140625,1777.800048828125,1755.050048828125,2021237.0,1670.8770751953125,1768.8699951171875,1769.8300048828125,0,1755,0,0,-0.014542745755829811
2017-09-26,1758.800048828125,1728.0999755859375,1755.0,1741.25,2493262.0,1657.7386474609375,1766.6,1770.5025024414062,0,0,0,0,0.0
2017-09-27,1757.0,1715.800048828125,1757.0,1719.3499755859375,2823110.0,1636.88916015625,1757.039990234375,1768.5174987792968,0,0,0,0,0.0
2017-09-28,1764.800048828125,1713.0,1720.0999755859375,1744.3499755859375,3640524.0,1660.6900634765625,1748.189990234375,1766.8899963378906,0,0,0,0,0.0
2017-09-29,1758.699951171875,1730.0,1749.0,1742.1500244140625,2811969.0,1658.5955810546875,1740.4300048828125,1766.0199951171876,0,0,0,0,0.0
2017-10-03,1768.0,1734.1500244140625,1753.0999755859375,1761.5999755859375,3369694.0,1677.11279296875,1741.739990234375,1766.3299926757813,0,0,0,0,0.0
2017-10-04,1777.6500244140625,1750.0,1762.0999755859375,1768.0999755859375,2256778.0,1683.301025390625,1747.1099853515625,1766.3699890136718,0,0,0,0,0.0
